Location,Distance_to_CBD,Bedrooms,Bathrooms,Floor_Size,Price,Amenities
Kileleshwa,5.4,3,2,163,137657,"swimming pool, gym, electric fence, CCTV, garden, garbage collection"
Kilimani,4,4,4,204,163942,"parking, swimming pool"
Lavington,5.9,2,1,107,115202,"gym, electric fence, swimming pool, garbage collection, parking, CCTV"
Kileleshwa,5.4,1,1,67,71232,"swimming pool, gym, garden, CCTV, parking, electric fence"
Westlands,3.2,2,2,94,159749,"garbage collection, gym, parking, garden, swimming pool, electric fence, CCTV"
Kileleshwa,5.4,1,1,76,66847,"gym, swimming pool, electric fence, CCTV, garden, garbage collection, parking"
Kilimani,4,3,1,165,113635,"swimming pool, electric fence, parking"
Lavington,5.9,4,2,171,256525,garbage collection
Westlands,3.2,4,2,216,301741,"electric fence, garbage collection, gym, swimming pool, garden"
Utawala,22.4,2,2,121,25809,"CCTV, garden, swimming pool, gym"
Juja,32.8,4,3,272,56558,"CCTV, swimming pool, gym, parking, electric fence"
Kilimani,4,4,3,194,213684,"garbage collection, swimming pool, garden, gym"
Syokimau,24,2,1,172,36539,"CCTV, swimming pool, garden, parking"
Lavington,5.9,4,3,291,270762,
Kilimani,4,2,2,121,98901,"CCTV, garden, gym, garbage collection, parking, swimming pool"
Muthaiga,7,2,2,102,218883,
Juja,32.8,2,1,148,32906,"CCTV, gym, garden, electric fence, garbage collection"
Lavington,5.9,3,2,172,112396,
Kileleshwa,5.4,3,3,181,137554,"garbage collection, parking, electric fence, gym, swimming pool"
Syokimau,24,1,1,70,16104,"garden, garbage collection, gym, swimming pool"
Westlands,3.2,4,1,234,242232,
Westlands,3.2,2,2,92,186769,"CCTV, electric fence, swimming pool, garbage collection"
Utawala,22.4,3,2,198,33026,"parking, garden, gym"
Ruaka,19,1,1,50,24967,"parking, garbage collection, gym, swimming pool, garden"
Kileleshwa,5.4,2,2,147,90726,"garden, gym, CCTV, swimming pool, parking, garbage collection, electric fence"
Kilimani,4,2,2,136,96876,"garden, electric fence, parking, swimming pool, garbage collection, CCTV, gym"
Ruiru,25.3,3,3,173,52539,"garbage collection, garden, swimming pool"
Syokimau,24,3,2,155,62639,"garden, electric fence, swimming pool, parking, garbage collection, CCTV"
Westlands,3.2,3,2,177,155947,
Ruaka,19,4,2,282,55449,"garden, swimming pool"
Kileleshwa,5.4,4,4,238,157906,"CCTV, garbage collection, parking"
Lavington,5.9,2,2,132,104474,"electric fence, garbage collection, swimming pool"
Kileleshwa,5.4,3,3,224,130243,"parking, CCTV, gym, garden, garbage collection"
Ruaka,19,4,4,285,58418,"swimming pool, CCTV, parking"
Utawala,22.4,3,2,143,35000,electric fence
Juja,32.8,3,3,155,43032,"swimming pool, electric fence"
Ruiru,25.3,2,2,163,26116,"gym, CCTV"
Kileleshwa,5.4,1,1,66,63478,"parking, garden, garbage collection"
Muthaiga,7,1,1,57,184027,"CCTV, electric fence, garbage collection, parking, swimming pool, gym, garden"
Kilimani,4,4,4,282,235026,"parking, swimming pool, CCTV, garden, electric fence, garbage collection, gym"
Ruiru,25.3,3,2,147,44506,electric fence
Juja,32.8,1,1,76,15000,"garden, parking, gym, garbage collection, electric fence, CCTV"
Westlands,3.2,3,3,197,168288,"CCTV, garbage collection, electric fence"
Kilimani,4,4,4,212,183026,swimming pool
Kileleshwa,5.4,2,1,180,84391,parking
Kileleshwa,5.4,1,1,58,68982,"CCTV, garden, parking, garbage collection, electric fence"
Utawala,22.4,4,3,165,49962,"garbage collection, garden, gym"
Syokimau,24,4,4,215,65269,
Kileleshwa,5.4,4,2,225,174790,"garbage collection, CCTV"
Juja,32.8,4,3,283,50860,
Kilimani,4,1,1,76,55493,"garbage collection, gym"
Kilimani,4,4,2,188,172918,garden
Utawala,22.4,3,1,151,35000,"gym, swimming pool, electric fence, parking, CCTV"
Kilimani,4,2,1,109,70895,"gym, garden"
Syokimau,24,2,2,151,32863,"electric fence, gym, garden, parking, swimming pool, CCTV, garbage collection"
Kilimani,4,3,3,172,111148,garden
Muthaiga,7,4,1,193,350004,CCTV
Westlands,3.2,4,4,237,266827,"CCTV, electric fence, garden, garbage collection, parking"
Westlands,3.2,4,1,179,242169,CCTV
Ruaka,19,4,1,294,60237,
Kilimani,4,2,2,153,88043,"gym, garden, swimming pool, garbage collection, electric fence"
Muthaiga,7,3,2,147,353067,"parking, garden, garbage collection"
Kileleshwa,5.4,4,4,241,200869,"electric fence, garbage collection, garden, parking, gym, swimming pool"
Lavington,5.9,1,1,63,81467,"parking, gym, swimming pool, electric fence"
Ruaka,19,2,2,132,39460,"swimming pool, CCTV"
Kilimani,4,1,1,50,63509,"swimming pool, electric fence, garbage collection, parking, garden, gym"
Juja,32.8,2,1,168,24519,
Ruaka,19,3,1,173,45134,gym
Ruiru,25.3,2,1,107,25302,"electric fence, CCTV, swimming pool"
Syokimau,24,1,1,69,16885,"electric fence, garden, gym"
Ruiru,25.3,4,3,225,65302,"electric fence, gym"
Utawala,22.4,4,3,225,42621,swimming pool
Ruaka,19,1,1,57,20335,"garbage collection, parking, garden"
Ruiru,25.3,4,3,162,70000,"garden, electric fence, parking, garbage collection"
Ruaka,19,4,3,210,70000,"garden, gym, CCTV, electric fence"
Ruiru,25.3,1,1,57,18059,"garbage collection, garden, parking, swimming pool, gym, CCTV, electric fence"
Muthaiga,7,1,1,78,170594,"electric fence, CCTV, garden, swimming pool"
Ruaka,19,3,2,164,54730,"garbage collection, gym, CCTV, parking"
Kilimani,4,1,1,52,55878,
Utawala,22.4,1,1,80,14033,"garbage collection, swimming pool, garden, parking, gym, electric fence"
Juja,32.8,2,1,92,30894,"garbage collection, garden, swimming pool, parking, CCTV"
Kileleshwa,5.4,3,1,173,97586,garbage collection
Ruiru,25.3,2,1,107,32573,"swimming pool, CCTV, electric fence, parking, gym, garbage collection"
Syokimau,24,3,1,160,54499,"garden, parking, swimming pool, gym, electric fence, garbage collection"
Westlands,3.2,2,1,108,152271,"swimming pool, gym, garbage collection, CCTV, electric fence, parking"
Lavington,5.9,4,2,256,288775,CCTV
Utawala,22.4,2,2,166,18160,"gym, garbage collection, CCTV"
Ruiru,25.3,1,1,71,14921,garden
Kilimani,4,1,1,54,71911,"parking, gym"
Westlands,3.2,3,1,170,182228,"swimming pool, CCTV, parking"
Ruaka,19,4,1,234,47624,garden
Kilimani,4,2,2,161,87576,"CCTV, parking, gym, electric fence, garden, garbage collection"
Utawala,22.4,2,1,126,18896,"garbage collection, CCTV"
Muthaiga,7,2,2,171,334912,"garbage collection, swimming pool, electric fence, garden, gym"
Lavington,5.9,2,2,139,93152,"gym, electric fence, CCTV, garden, garbage collection, parking"
Utawala,22.4,2,2,179,22690,garden
Ruiru,25.3,1,1,50,13275,"CCTV, garden"
Utawala,22.4,2,2,102,25221,"parking, gym, swimming pool, CCTV, garbage collection, electric fence, garden"
Utawala,22.4,4,4,297,50802,"gym, swimming pool, electric fence, garden"
Syokimau,24,4,4,257,57741,garbage collection
Muthaiga,7,4,4,191,527762,"parking, garden, gym, electric fence, CCTV, garbage collection"
Lavington,5.9,1,1,70,100000,"swimming pool, garbage collection, garden, parking, electric fence"
Westlands,3.2,4,2,180,306697,"electric fence, CCTV, swimming pool, gym, parking, garden"
Kileleshwa,5.4,2,1,146,117125,"CCTV, gym, swimming pool, electric fence"
Syokimau,24,1,1,52,17920,CCTV
Utawala,22.4,3,2,140,35000,"garbage collection, CCTV, gym, swimming pool, garden, parking"
Lavington,5.9,4,1,277,278469,garbage collection
Utawala,22.4,2,1,114,27283,"parking, CCTV, garden, swimming pool, garbage collection, electric fence, gym"
Ruaka,19,4,2,230,70000,"parking, swimming pool, electric fence, garden, gym"
Kilimani,4,3,1,169,92205,parking
Juja,32.8,2,2,90,25622,"CCTV, gym, garbage collection, electric fence"
Juja,32.8,4,4,191,66954,"swimming pool, garbage collection, electric fence"
Muthaiga,7,1,1,51,223664,"CCTV, garden, garbage collection, parking"
Ruaka,19,1,1,61,21079,"gym, parking, garden, electric fence, swimming pool, garbage collection"
Muthaiga,7,4,2,286,369213,"electric fence, swimming pool, garbage collection, garden"
Kilimani,4,1,1,70,56686,"CCTV, electric fence, garden, swimming pool"
Kilimani,4,2,1,130,91008,"parking, CCTV, electric fence"
Muthaiga,7,1,1,57,214967,"gym, garbage collection, garden, CCTV, parking, swimming pool"
Ruiru,25.3,2,1,98,25888,"CCTV, garbage collection, parking, swimming pool, garden, electric fence, gym"
Syokimau,24,3,2,150,41661,"swimming pool, gym, CCTV"
Muthaiga,7,1,1,67,223348,"gym, parking, CCTV, garden, electric fence, garbage collection, swimming pool"
Lavington,5.9,3,2,196,101344,"garbage collection, swimming pool, electric fence"
Ruiru,25.3,3,1,168,60000,"gym, CCTV, electric fence, garbage collection, swimming pool, garden"
Syokimau,24,4,2,218,78733,"gym, garden, garbage collection, electric fence, parking, swimming pool, CCTV"
Lavington,5.9,4,4,193,271764,"garbage collection, swimming pool, gym"
Juja,32.8,1,1,66,13061,"electric fence, garden, CCTV, swimming pool, parking"
Ruiru,25.3,3,2,211,57209,"CCTV, swimming pool, garden, garbage collection, parking"
Syokimau,24,1,1,73,17651,"garden, swimming pool"
Muthaiga,7,3,2,171,243412,
Muthaiga,7,4,3,281,372218,"garden, parking"
Muthaiga,7,3,1,185,269774,"parking, swimming pool"
Syokimau,24,3,1,206,49421,"swimming pool, gym, CCTV"
Ruaka,19,1,1,79,24758,"swimming pool, parking, gym, CCTV, garden, electric fence"
Kileleshwa,5.4,1,1,60,57459,"garden, gym"
Ruaka,19,4,1,292,47820,"electric fence, gym"
Juja,32.8,4,2,202,65325,
Syokimau,24,4,1,189,62816,"gym, garbage collection, garden"
Utawala,22.4,1,1,50,13032,"CCTV, parking, swimming pool, electric fence"
Ruaka,19,4,1,185,70000,"electric fence, parking, gym, CCTV, garden"
Kilimani,4,2,2,150,86272,"garbage collection, electric fence, parking, gym, swimming pool, garden"
Syokimau,24,4,2,257,94374,"swimming pool, garden, gym, parking"
Kilimani,4,4,4,239,228790,"garden, gym, garbage collection, CCTV, swimming pool, electric fence"
Westlands,3.2,1,1,56,96686,parking
Ruaka,19,2,2,131,37803,garbage collection
Lavington,5.9,2,2,128,103278,"electric fence, garden, gym, parking"
Syokimau,24,1,1,74,15970,
Kileleshwa,5.4,2,1,92,106187,"gym, parking, garden"
Muthaiga,7,4,2,293,356549,swimming pool
Westlands,3.2,2,1,119,134566,"CCTV, garbage collection, swimming pool, gym, garden"
Westlands,3.2,4,3,218,225880,"swimming pool, garden, garbage collection, parking, gym, electric fence"
Ruaka,19,1,1,56,26431,"gym, garbage collection, swimming pool, electric fence, parking, garden, CCTV"
Muthaiga,7,4,1,226,340716,
Westlands,3.2,1,1,60,97099,"swimming pool, garbage collection, gym, parking, CCTV"
Syokimau,24,1,1,56,14153,
Ruaka,19,1,1,61,18873,swimming pool
Syokimau,24,3,1,206,43200,"swimming pool, gym, parking, garbage collection, electric fence, garden"
Ruiru,25.3,3,1,183,44047,electric fence
Kileleshwa,5.4,3,3,153,112171,gym
Lavington,5.9,4,4,215,317956,"electric fence, garbage collection, garden"
Ruiru,25.3,3,1,210,50316,"swimming pool, electric fence, gym"
Syokimau,24,4,4,162,84405,"CCTV, garbage collection"
Juja,32.8,2,1,168,31807,"swimming pool, garbage collection"
Ruaka,19,1,1,65,19640,"swimming pool, garden, CCTV, parking"
Ruaka,19,4,4,241,70000,"CCTV, swimming pool, garden, electric fence, garbage collection, parking"
Syokimau,24,2,2,146,27690,"gym, swimming pool, CCTV, garbage collection, parking"
Syokimau,24,2,1,113,27272,garden
Juja,32.8,1,1,56,11772,"gym, parking, garbage collection, electric fence"
Syokimau,24,1,1,75,20761,"electric fence, CCTV, garden, gym"
Lavington,5.9,3,3,191,96078,"garbage collection, electric fence, CCTV, swimming pool, garden"
Lavington,5.9,2,2,107,127636,"garden, CCTV, parking, swimming pool, electric fence, gym, garbage collection"
Lavington,5.9,3,2,180,108335,"electric fence, CCTV, parking, garbage collection, swimming pool"
Juja,32.8,2,1,102,34875,"swimming pool, electric fence, parking"
Ruaka,19,3,2,172,60000,"gym, garbage collection, parking, garden, electric fence"
Juja,32.8,2,1,124,25526,"swimming pool, garden, parking"
Kilimani,4,4,3,291,189681,"gym, garden, CCTV, electric fence, parking"
Ruiru,25.3,1,1,65,14327,"swimming pool, garbage collection, garden, parking, CCTV, gym, electric fence"
Ruiru,25.3,2,2,142,22781,"swimming pool, CCTV"
Ruaka,19,4,3,232,51654,
Ruaka,19,1,1,51,20131,"garden, parking, CCTV, gym, electric fence, garbage collection, swimming pool"
Syokimau,24,1,1,70,13540,
Utawala,22.4,4,2,272,54340,"electric fence, swimming pool, CCTV, garden, gym"
Muthaiga,7,1,1,73,243694,"gym, CCTV, swimming pool, garbage collection, electric fence"
Ruiru,25.3,3,3,202,45839,
Ruaka,19,1,1,73,14641,
Kilimani,4,1,1,50,79062,"garden, garbage collection, CCTV, parking, electric fence, gym"
Muthaiga,7,2,2,140,230369,garbage collection
Westlands,3.2,1,1,66,99327,"gym, electric fence, parking"
Juja,32.8,2,1,102,30682,"garden, CCTV"
Kilimani,4,3,1,200,122971,"electric fence, garden"
Kilimani,4,2,1,138,92361,CCTV
Juja,32.8,3,1,191,46810,"garden, CCTV, parking, gym"
Lavington,5.9,2,1,169,104751,"garden, garbage collection"
Utawala,22.4,3,2,175,35000,"gym, swimming pool, parking, electric fence, garbage collection, CCTV, garden"
Ruaka,19,4,4,262,70000,"CCTV, garden, electric fence, gym, garbage collection, parking, swimming pool"
Juja,32.8,4,3,219,70000,"CCTV, garden, parking, swimming pool, gym, electric fence, garbage collection"
Westlands,3.2,1,1,50,91876,"garden, parking, gym, garbage collection"
Syokimau,24,1,1,75,17934,"parking, garbage collection, gym"
Ruaka,19,1,1,60,23426,"garden, electric fence, CCTV, swimming pool, garbage collection"
Ruaka,19,1,1,54,15714,"parking, garden, swimming pool"
Juja,32.8,3,2,211,54900,"swimming pool, electric fence, garbage collection, garden, CCTV, parking"
Ruaka,19,4,2,280,54399,"CCTV, electric fence, garden, parking"
Lavington,5.9,4,2,166,367882,"electric fence, swimming pool, garden, CCTV, gym, garbage collection"
Utawala,22.4,3,2,203,35000,garden
Westlands,3.2,1,1,77,93212,electric fence
Muthaiga,7,1,1,56,156897,"garden, CCTV, electric fence, parking"
Ruiru,25.3,1,1,59,15097,"parking, garden, electric fence, gym, swimming pool, CCTV, garbage collection"
Syokimau,24,2,1,159,28591,"parking, garden"
Muthaiga,7,1,1,71,202942,"garbage collection, parking, garden, swimming pool, gym"
Kileleshwa,5.4,3,2,187,143790,"garden, parking, garbage collection, electric fence, gym, CCTV"
Juja,32.8,3,1,226,43669,"CCTV, parking, swimming pool"
Ruiru,25.3,4,1,213,55736,"garbage collection, garden, parking, electric fence"
Syokimau,24,1,1,71,18695,"electric fence, parking, gym, garbage collection"
Kileleshwa,5.4,4,3,262,182507,
Syokimau,24,4,2,264,59340,"CCTV, garbage collection"
Muthaiga,7,1,1,54,190399,"parking, gym, swimming pool, electric fence, garden, CCTV"
Ruiru,25.3,4,4,246,70000,"electric fence, CCTV, gym, garden, garbage collection, parking, swimming pool"
Kilimani,4,3,1,163,145478,"gym, garden, CCTV, swimming pool, parking, garbage collection"
Syokimau,24,1,1,80,14578,
Utawala,22.4,2,2,142,27249,"gym, electric fence, swimming pool, CCTV, garbage collection, garden, parking"
Utawala,22.4,2,1,109,19906,garden
Ruaka,19,3,3,145,47298,"electric fence, gym, CCTV"
Kilimani,4,4,1,287,170529,gym
Kilimani,4,3,2,163,126859,"CCTV, swimming pool, garden, parking, electric fence, garbage collection, gym"
Utawala,22.4,4,2,199,41196,
Ruaka,19,2,2,96,33236,"swimming pool, garden, CCTV"
Kileleshwa,5.4,2,1,171,125465,"garbage collection, parking, electric fence, CCTV, gym, swimming pool, garden"
Ruaka,19,3,2,162,49457,"swimming pool, garden, electric fence, CCTV"
Utawala,22.4,2,1,93,24140,"swimming pool, garden, gym, CCTV, parking"
Westlands,3.2,1,1,55,136714,"garden, parking, swimming pool, garbage collection, electric fence"
Lavington,5.9,3,3,206,124181,"CCTV, garbage collection"
Syokimau,24,4,3,173,69663,"CCTV, garden, swimming pool"
Muthaiga,7,1,1,70,243691,"gym, CCTV, garbage collection, garden, parking, electric fence"
Juja,32.8,4,1,204,68396,"gym, garden, garbage collection, CCTV, swimming pool, electric fence"
Syokimau,24,4,2,184,76666,
Kilimani,4,4,1,213,209612,"gym, swimming pool, electric fence, garbage collection, parking, garden"
Muthaiga,7,3,1,180,374599,"swimming pool, electric fence, garden, garbage collection"
Ruiru,25.3,3,3,219,52703,electric fence
Westlands,3.2,4,1,172,250431,"gym, CCTV, swimming pool, parking"
Syokimau,24,3,3,145,47676,"parking, garbage collection"
Westlands,3.2,4,1,273,256755,"parking, gym, electric fence, garden, CCTV, swimming pool"
Kilimani,4,2,1,97,87616,"gym, CCTV, parking, garbage collection, swimming pool, garden"
Ruiru,25.3,4,2,235,65123,"gym, parking, electric fence, swimming pool, garbage collection, garden, CCTV"
Ruiru,25.3,4,2,298,69729,"garbage collection, garden, parking, swimming pool"
Juja,32.8,2,1,126,32954,"CCTV, gym, electric fence, garbage collection, swimming pool"
Kileleshwa,5.4,1,1,78,64189,"gym, CCTV"
Ruiru,25.3,1,1,75,14934,
Kileleshwa,5.4,4,1,214,200726,garden
Kileleshwa,5.4,4,2,248,229908,"garden, gym, CCTV, swimming pool, electric fence"
Ruaka,19,1,1,62,16583,
Ruiru,25.3,4,2,243,51469,"gym, CCTV, garbage collection"
Kileleshwa,5.4,4,2,248,180495,"swimming pool, gym, garden, electric fence"
Westlands,3.2,4,3,285,258025,
Muthaiga,7,4,2,246,517004,"gym, swimming pool, garden, CCTV, parking, garbage collection"
Ruaka,19,3,2,146,60000,"gym, swimming pool, CCTV"
Kileleshwa,5.4,2,1,130,107943,"swimming pool, gym"
Westlands,3.2,3,2,192,147234,CCTV
Ruaka,19,2,2,95,40304,"electric fence, swimming pool, garbage collection, CCTV, garden"
Ruaka,19,1,1,79,22284,"CCTV, garbage collection, parking, gym, garden"
Ruiru,25.3,4,1,251,59958,garden
Kilimani,4,3,2,197,134797,"parking, garden, CCTV, garbage collection"
Ruiru,25.3,3,2,160,55948,"garbage collection, gym, garden, parking"
Westlands,3.2,2,1,124,144810,"garden, parking, CCTV, electric fence, gym, garbage collection, swimming pool"
Ruaka,19,3,3,165,52827,"parking, swimming pool, electric fence, garbage collection"
Muthaiga,7,2,1,144,276655,"garbage collection, gym, swimming pool, CCTV, garden, parking, electric fence"
Kileleshwa,5.4,2,2,148,114233,"garbage collection, parking, CCTV, garden, gym, electric fence, swimming pool"
Westlands,3.2,1,1,75,102248,"swimming pool, garbage collection, CCTV, gym, parking, garden, electric fence"
Kileleshwa,5.4,1,1,51,71907,"electric fence, garden, parking, swimming pool, CCTV, garbage collection"
